ms_name	cpu_mean	cpu_variance	memory_mean	memory_variance
ms-13085	0.20550730158866	0.0318046781383746	0.625410768720839	5.33715480326629e-07
ms-13101	0.160382222222847	8.16582237645721e-05	0.70106561978658	1.58866840336116e-05
ms-13176	0.0393437500000194	2.12885199649281e-05	0.475999355316162	4.53269421996238e-10
ms-13177	0.0978831845233106	0.000373719992852921	0.421191201891218	3.07785891402594e-07
ms-13194	0.0566550000003772	2.45025000456395e-07	0.429757118225098	6.99518750479911e-07
ms-13220	0.140796121162515	0.000110399032104926	0.72347462673982	6.90877187436989e-06
ms-13266	0.0956699999999983	8.24634000005649e-05	0.391347699695163	1.95027047241502e-08
ms-13312	0.213904047617595	0.0124520365054035	0.67409397761027	0.000240948217243486
ms-13325	0.192151190476485	0.000455091026076018	0.687812576293945	0.000284772839046895
ms-13334	0.0586349999999948	0	0.537381490071615	0
ms-13377	0.119527777777855	0.000124023533942097	0.428046862284342	3.96153811582028e-07
ms-13387	0.225854999999749	0.000293951025008623	0.602621555328369	9.31031559048279e-06
ms-13403	0.156509999999995	9.4478400000305e-05	0.590764284133911	3.06041941813561e-07
ms-13461	0.0727875000002096	0.000423845156241372	0.638549327850342	6.26047747371298e-07
ms-13489	0.0432600000007078	6.21600001269582e-07	0.774701330396864	4.53417240710274e-06
ms-13532	0.229109999999986	0.000185081399995677	0.691945764753554	1.01167079489567e-06
ms-13540	0.0393749999999272	1.00000000016492e-06	0.765061895052592	1.07561959339364e-10
ms-13653	0.429899924242657	0.000208782244880647	0.776664184801506	2.29299298559356e-06
ms-13729	0.129117606516486	0.00113331383732974	0.726189511162894	8.05361573536128e-05
ms-13796	0.142134990078752	0.00124670187203612	0.722703576087952	9.76334872701706e-08
ms-13855	0.103295426064782	3.44677878053558e-07	0.576236645380656	1.88978472376767e-09
ms-13882	0.107190000001341	0	0.445539156595866	0
ms-1389	0.0757166666667811	0	0.511697928110758	0
ms-13909	0.0479249999995809	3.08002500205944e-06	0.381274461746216	5.70853501358215e-07
ms-13942	0.307833333313465	0	0.766293366750081	0
ms-13947	0.0740833333324796	0	0.728418827056885	0
ms-13948	0.0491174999988095	1.76225625024313e-06	0.417120377222697	1.16699317231905e-06
ms-13977	0.0677699999997276	3.08002500022068e-06	0.328094998995463	2.96726199167097e-08
ms-14016	0.0615599999986589	0	0.929009914398193	0
ms-14027	0.34806600000062	0.000628821143996397	0.617662143707275	6.51814746864447e-07
ms-14051	0.0889200000000419	0	0.62512461344401	0
ms-14070	0.169708333333256	0	0.867380301157633	0
ms-14093	0.309813157894733	0.00210123089501319	0.648291524251302	1.0841538177273e-06
ms-14106	0.0687350000021979	7.8322499740645e-07	0.790398279825846	5.32027140959825e-07
ms-14119	0.0417752777777804	5.02220200621193e-06	0.354163752661811	5.00620787118529e-07
ms-14152	0.15637194443879	0.000331410570475038	0.688171211878459	3.33296574578727e-05
ms-14186	0.129878666664908	0.000184127108155297	0.673570156097412	6.14211128575146e-07
ms-14195	0.0492750000008382	1.07122499548886e-06	0.407532135645549	3.85016960535722e-08
ms-14240	0.202222500013188	0.000377168767930251	0.669775406519572	5.93333185053061e-08
ms-14243	0.0572044642827075	0.000159718607356048	0.233642339706421	2.37562170152867e-05
ms-14245	0.0311249999989135	0	0.452825864156087	0
ms-14320	0.208485000000073	0.000134848124999356	0.70300653245714	2.33166035965872e-05
ms-1439	0.199164015651659	0.00222250192609821	0.733553087269818	0.000129025652048843
ms-14409	0.313901428571441	0.00739113758367157	0.678525811149961	1.6707331753536e-05
ms-14428	0.0707016666666895	0.000242371531744449	0.604160672142392	3.19802826474046e-07
ms-14451	0.137711278194127	0.000109229215954117	0.563195069630941	3.81507662597083e-07
ms-14510	0.109548076923835	3.68287516345495e-05	0.641569724449745	4.32927162257617e-06
ms-14513	0.0916979166664532	2.53134765584e-05	0.613541438802083	2.68730190065201e-07
ms-14526	0.0584790370370441	5.60876592373961e-05	0.539707554711236	0.000163097088870141
ms-14542	0.0904999999998836	2.25000000128056e-06	0.704487403233846	3.66835845649801e-10
ms-14545	0.217365833328571	0	0.666497389475505	0
ms-14561	0.138059999998659	0.00064414440013615	0.601330916086833	9.74497298658297e-06
ms-14587	0.109372499999183	0.000110352121868816	0.576496263345083	3.22976200648222e-07
ms-14709	0.0770549999987707	0.000101876849964853	0.519952985975477	7.76613034510236e-10
ms-14729	0.0739466666668498	0	0.503553072611491	0
ms-14761	0.109363055555143	2.88364321001213e-05	0.809955437978109	1.26940577771435e-05
ms-14803	0.186120000001043	0.000173248800076944	0.772215366363525	1.09063027290783e-06
ms-14832	0.211045869762715	0.000962152274210491	0.626258355599863	8.89484591326991e-07
ms-14882	0.199187999999954	0.000505658376000825	0.701201661427816	4.01421601923683e-05
ms-14890	0.474029999999329	6.70760997473764e-05	0.617021322250366	2.38368663632262e-06
ms-14897	0.026713888888846	6.09148140438084e-06	0.422082212236193	2.35668525374985e-07
ms-1498	0.0700200000023469	0	0.460732777913411	0
ms-14989	0.0693900000010617	9.54180000205687e-06	0.42265796661377	4.75017158249911e-07
ms-14990	0.106112592597802	0.00122045961021917	0.626781887478299	7.21346073134297e-07
ms-15010	0.0754499999997206	4.71969000207301e-05	0.585507154464722	4.91638729727129e-10
ms-15016	0.0968419444445818	1.14652751556898e-05	0.595689614613851	4.84348540204987e-08
ms-15047	0.10575	0	0.630530675252279	0
ms-15169	0.218571428571229	0.000517611526527088	0.622402009509859	5.87777656025441e-08
ms-15177	0.0700015740737026	0.00117851288346563	0.54732706811693	0.00308287470494126
ms-15178	0.383724222222338	0.0338279278935145	0.644674650828044	4.5526750479136e-05
ms-15188	0.186705000000024	0.000484220024999885	0.686941544214884	1.12564180199115e-08
ms-15210	0.177786666685715	0	0.442675113677979	0
ms-15300	0.0310049999984913	7.5540599993603e-05	0.857382668389215	7.89665445614634e-07
ms-15336	0.0621599999992177	2.77740000089854e-06	0.58866998884413	4.29996182418937e-09
ms-15337	0.0432636868690865	7.05551924509525e-05	0.501953775232488	3.60389075984506e-05
ms-15347	0.0204351851858923	1.72306241418512e-05	0.59180654419793	3.58085468000838e-11
ms-15353	0.268650000000012	0.00028582781538535	0.688215475815993	0.000161533029556502
ms-15376	0.0117187499997575	2.21885850674213e-06	0.575969537099202	9.60968047125886e-05
ms-15454	0.0876600000020117	0	0.620926380157471	0
ms-15464	0.0852299999976531	0	0.843376159667969	0
ms-15546	0.0615416666667443	0	0.537806034088135	0
ms-15569	0.304575000001118	0.00296207347622061	0.703974326451619	7.27074873591619e-07
ms-15680	0.0364296875012466	3.55348510810968e-05	0.67179004351298	7.6142250233288e-07
ms-15700	0.0316875000005691	8.54325810001292e-06	0.668927510579427	3.69405985044021e-07
ms-15710	0.0942688889064722	0	0.6448974609375	0
ms-15762	0.0844583333334109	1.8777777779123e-05	0.163464625676473	5.64650943286342e-10
ms-15768	0.0902044444460318	2.17669938667042e-06	0.667962908744812	8.82686555946622e-09
ms-15812	0.0527804166728941	0.000129551820948572	0.758195320765177	1.34693158947293e-07
ms-15846	0.0487291666659682	1.08506943636003e-08	0.776479800542196	6.3906833247529e-07
ms-15849	0.395118895315173	0.0202094720155665	0.689486601413825	2.89909244106463e-05
ms-15863	0.110169999999984	0.00268694539999841	0.52029471927219	5.2037738683284e-08
ms-15882	0.105180000001565	0.000315417599992061	0.660933574040731	1.40053853354214e-07
ms-1589	0.115166666666725	6.66965277772676e-05	0.584349886576335	5.24032794702268e-07
ms-15951	0.102464999997988	1.94602500654795e-06	0.502335071563721	8.74370243764133e-07
ms-15955	0.0617477142851667	1.85510894669799e-05	0.462325700124105	1.39159156889116e-09
ms-15958	0.418350000000559	0.00288198180003655	0.628650506337484	1.2673113427876e-05
ms-15960	0.368553333333293	0.000291027715742049	0.756923781500922	3.70607635269162e-07
ms-15988	0.0522449999994133	7.31024999570009e-07	0.519948164621989	1.82530533897984e-10
ms-15999	0.117541666666727	0.000103473379630678	0.712824397616916	2.3654542423579e-07
ms-16098	0.10325142856501	5.21490305292334e-05	0.526669184366862	2.133677096734e-08
ms-16129	0.0755208333333333	0	0.44732666015625	0
ms-16253	0.061416666667598	0	0.805911223093669	0
ms-16267	0.0573920426058755	2.40862338698325e-05	0.103647216161092	1.83608826773706e-07
ms-16274	0.104774166664652	1.18958340327127e-05	0.602936625480652	5.29716288610823e-08
ms-16354	0.0708299999926239	0	0.580538431803385	0
ms-16358	0.0242500000012418	0	0.764923890431722	0
ms-16373	0.120749999999922	0.000563842681624928	0.576302418342003	6.84391283543363e-05
ms-16392	0.0398750000012418	1.66857638712196e-05	0.356218833333333	1.07509563888891e-06
ms-16399	0.0894599999994971	0	0.628980875015259	0
ms-16417	0.060180000001099	0	0.346397876739502	0
ms-16442	0.0611699999996927	2.0660850003678e-05	0.657543712192112	6.7319760888986e-07
ms-16497	0.130860000000335	0	0.708920955657959	0
ms-16519	0.134879999997094	3.82014000013344e-05	0.577930980258518	1.7686681620731e-06
ms-16536	0.171437500000078	9.54691840255028e-05	0.501625626175492	1.81755342494252e-07
ms-16592	0.0260885416685293	0	0.0752408372031318	0
ms-16601	0.223168269229623	0.000275311829641175	0.810500291677622	2.07765042873744e-05
ms-16738	0.199125000000155	4.11736111131032e-05	0.70963176091512	9.02446117834188e-10
ms-16744	0.0474374999999933	1.94227430554988e-06	0.497124989827474	2.87118635040147e-09
ms-16772	0.0796499999994412	8.82090000398305e-06	0.614368518193563	3.22886408967752e-09
ms-16812	0.0851400000000576	2.6243999999378e-06	0.574773550033569	4.64414679552495e-07
ms-16915	0.0950322681723521	0	0.895241896311442	0
ms-16958	0.0203737499993294	2.79576563297748e-07	0.425904075304667	2.36482833315677e-10
ms-16970	0.0368045833242747	9.65758487050201e-06	0.662321507930756	5.477291635161e-06
ms-16981	0.104400000001257	0.000229327199947149	0.481345176696777	0.000136764082910506
ms-17016	0.451418666668178	0.00128044406041136	0.610462538401286	1.3967985174127e-05
ms-17114	0.114762380949798	0.000541641342543121	0.521613052913121	5.97606623735056e-06
ms-17115	0.0672378472212586	6.31661211002102e-05	0.850343611505297	2.17274540438967e-05
ms-17121	0.13992833333544	0	0.626278400421143	0
ms-17148	0.0836749999999302	6.27502777780887e-05	0.103358713785807	1.26069041572111e-06
ms-17154	0.0260999999999573	7.67975694425095e-06	0.519411373138428	0.000403715629678219
ms-17321	0.0323476562499612	1.29416283501538e-05	0.050971958372328	2.82523444779433e-08
ms-17325	0.0752741666646519	2.03300069496676e-06	0.39954670270284	1.08271964589021e-06
ms-17328	0.0517950000010896	2.02500009806873e-09	0.435809453328451	4.24683498245732e-11
ms-17392	0.225222222221782	2.07275269997285e-05	0.654159916771783	1.46312561495821e-07
ms-17409	0.149776296296308	0.000260850003154936	0.68983006477356	8.16615913726714e-05
ms-17420	0.219779999999984	9.33156000009108e-05	0.514828284581502	8.01778248337069e-07
ms-17430	0.394859999996424	0.00365628240181145	0.778979714711507	1.1375288642436e-05
ms-17444	0.081161224488297	0.000272456580407408	0.462628046671549	4.10289589675069e-07
ms-17479	0.287279999999329	0	0.654165744781494	0
ms-17480	0.126314999999944	8.03722499714844e-06	0.117845773696899	1.63105811326317e-08
ms-17507	0.208187499999379	0.000223751736092536	0.708779335021973	6.58935227368016e-10
ms-17553	0.106583333333644	0	0.563333829243978	0
ms-1760	0.34371214285759	0.000958499673846096	0.749972649982997	0.000111032010933056
ms-17624	0.102210000000894	0.000261450900107667	0.628444870313009	6.24804055999262e-07
ms-1767	0.209486111111134	0.000549709876545086	0.688384268018934	1.60392478448239e-08
ms-17852	0.395482500000042	0	0.721801916758219	0
ms-17942	0.242104230766638	0.000290187408637854	0.562425050980006	2.88073707923776e-07
ms-1797	0.284639999998966	0.000569416950051461	0.821800258424547	5.1968217167227e-05
ms-17974	0.111559166666678	0	0.470327218373617	0
ms-18010	0.0457875000000349	8.62160625094014e-06	0.626357965999179	3.29524273187284e-06
ms-18152	0.0567599999997765	0	0.553364276885986	0
ms-18205	0.113378333335898	0	0.627206007639567	0
ms-18221	0.0791100000003353	0	0.653400897979736	0
ms-18237	0.13864814814814	0.000161765860762349	0.60961189976445	6.0124379515017e-07
ms-18298	0.355245555564347	0.000236321221995207	0.679777648713854	8.47370922291629e-08
ms-18301	0.162569999999832	9.0440099969178e-05	0.826355563269721	2.82615064300103e-08
ms-1832	0.172619999997318	7.61759999876619e-06	0.680005153020223	9.0208232626945e-07
ms-18406	0.142485000002198	8.3737389035857e-06	0.428442160288493	7.34308354434776e-07
ms-18410	0.0229305555552451	6.63580245275147e-08	0.542547014024523	2.76521696821541e-07
ms-185	0.198240000000224	8.98632000054449e-05	0.613602214389377	5.60926349144111e-07
ms-18510	0.196315833333608	0.000532032667373785	0.699497938156128	6.76389709673882e-06
ms-18557	0.992773333329914	2.08000495095113e-06	0.747452815373739	5.03337673762871e-08
ms-18596	0.155962129629497	0.000986026794590644	0.821478720064516	8.80652933556224e-05
ms-18602	0.212541428572099	5.83474408341902e-05	0.632269791194371	1.2713713893848e-06
ms-18614	0.0415208333327124	2.1267361292201e-08	0.811288833618164	5.90626111968937e-08
ms-18647	0.128837152777473	0.000789054953181724	0.641417211956448	1.40544190790694e-06
ms-18671	0.224734661324428	0.0014102053623147	0.74866517384847	0.000464090621042817
ms-18703	0.0747900000005029	3.74422500291943e-06	0.683264891306559	7.34423287617169e-08
ms-18707	0.067019999999553	5.65019998261257e-06	0.516970740424262	2.65948601960944e-10
ms-18725	0.220944074073789	3.368428567177e-05	0.581446191999647	4.27660797082189e-07
ms-18733	0.0444343750004579	6.5995469174617e-06	0.714058518409729	2.05961455890247e-07
ms-18737	0.0154629166667582	0	0.350156664848328	0
ms-18808	0.0537222222218083	0.000154619888099952	0.719472540749444	1.17501175691925e-07
ms-18817	0.0833999999999651	3.09343500000727e-05	0.552386548784044	5.04927648751291e-07
ms-18830	0.0670879166666151	7.716821007008e-06	0.616776386896769	2.27373675443232e-09
ms-18839	0.169657777777999	0.00136163397654195	0.174089431762695	2.42655637942301e-05
ms-18911	0.11112499999969	0	0.781928380330404	0
ms-18944	0.112583333335351	0	0.686588605244954	0
ms-18975	0.375179999962449	0.000504900899276769	0.807858030001322	6.08920913691691e-10
ms-18988	0.035864583333993	7.45704210076146e-05	0.810841878255208	1.45943892625318e-07
ms-19002	0.058833333333799	0	0.446669101715088	0
ms-19027	0.097980000000447	0	0.82281764348348	0
ms-19054	0.124883333335165	0	0.788862387339274	0
ms-19117	0.309651666659707	0	0.534224192301432	0
ms-19208	0.102965925925407	0.000164932310764089	0.62821184264289	5.80220737545482e-06
ms-19215	0.0536850000000341	1.81035000020722e-06	0.667730768521627	1.52944276502819e-08
ms-19240	0.455158800703991	0.00169300354914903	0.821625780176233	3.17554808208059e-06
ms-19261	0.0852900000005029	5.57595000034031e-05	0.533908645311991	7.54900527668835e-07
ms-1928	0.155831999999285	0.000289591776074057	0.710955397288005	2.0391064895698e-06
ms-19321	0.0364949999889359	1.82249991852798e-08	0.40997306505839	5.05922217699895e-09
ms-19349	0.241812748540367	0.00104450978201213	0.6136452189663	1.01756417175976e-05
ms-19382	0.254359344791638	0.000813951369428467	0.674028589611962	7.50220876137459e-05
ms-19390	0.104129999999888	8.12915999941938e-05	0.705590089162191	1.02266106220368e-06
ms-19394	0.146369166669048	4.67058340052463e-05	0.504449208577474	5.16618254347898e-10
ms-19396	0.0753750000001552	1.75145833350744e-05	0.652270476023356	1.51454514707439e-08
ms-19400	0.137650000000023	0.000590582900003798	0.932004782888624	8.84693524202574e-06
ms-19401	0.146475000003353	8.93024991762255e-07	0.666040738423665	3.09480836019749e-09
ms-19416	0.065429999999993	6.56100000090521e-07	0.434879541397095	3.43062033102508e-09
ms-19429	0.0683662499967031	0.000150481333408084	0.116476535797119	1.1675992027449e-05
ms-19466	0.10503000000352	4.22131500278967e-05	0.51883061726888	3.5552694852309e-07
ms-19482	0.203919999999926	0.000221545400039526	0.574132301189281	5.83524937029124e-07
ms-19528	0.430371527779304	0.00918523754560015	0.720757318867577	6.95408050195602e-05
ms-19608	0.0211805555555556	5.46363811678487e-06	0.341491434309218	2.96198985229439e-09
ms-19630	0.219299999998882	0.00170899559983368	0.612732887268066	4.97814981928212e-07
ms-19649	0.427380000002682	0.00132453540034174	0.65008725060357	5.62425230097583e-07
ms-19676	0.0190063795851897	4.49708429013763e-06	0.563236857905532	1.8565844444065e-07
ms-19690	0.496517777767032	0	0.83810027440389	0
ms-19729	0.0410850000003353	1.1163824986376e-06	0.708093611399333	9.01033536138067e-08
ms-19737	0.0806849999986589	3.84682498167382e-06	0.506749471028646	9.42175566470459e-07
ms-1974	0.0940275000000838	2.11804875020161e-05	0.74903761015998	2.03806605918248e-07
ms-19806	0.0537299999997486	0	0.408186594645182	0
ms-1982	0.0734877777714282	1.49597049307151e-05	0.455396731694539	4.16539990055753e-07
ms-19895	0.136080000001006	0	0.43514347076416	0
ms-19931	0.0286150000003205	0	0.420866330464681	0
ms-19937	0.0206805555554133	1.2966820987958e-06	0.392953501807319	6.99088716682492e-09
ms-19945	0.613080000009388	0	0.619481484095255	0
ms-19957	0.0832799999993295	0	0.668254375457764	0
ms-19974	0.0640740000015125	0.000230839882257732	0.188402303059896	2.47346613064616e-05
ms-19988	0.102890821573918	0.000378631517840601	0.637526392392372	0.000113364241870098
ms-2	0.127504794973087	0.000133555897879268	0.603730025114837	8.00415748468879e-07
ms-20037	0.101960740745137	0.000379318219081585	0.42300452126397	2.51652524223737e-08
ms-20109	0.091620000000461	0	0.386059125264486	0
ms-2024	0.0967958333331626	0.000146626675338419	0.226599443223741	6.88418465448026e-07
ms-2025	0.0682199999997392	9.69300000028498e-06	0.483670322983353	3.4128227329926e-07
ms-20252	0.0986399999912828	0	0.404319763183594	0
ms-20260	0.111934615384868	0.000335247832542593	0.62017656595279	7.47345484384307e-05
ms-20267	0.0372916666635623	0	0.69228982925415	0
ms-20359	0.173666666666826	0.000334788580245977	0.848522716098361	6.37704031084014e-06
ms-2036	0.0986696428573417	0.000374447287763972	0.422439995266142	3.94430178641585e-05
ms-20380	0.0691250000013194	0	0.599535942077637	0
ms-20400	0.0667291666662398	6.84066840348387e-05	0.450392007827759	6.16900712834115e-07
ms-20418	0.345543333330036	1.78788027529951e-05	0.554024775822957	1.01069177718411e-08
ms-20472	0.148305555555918	0.000667637538619406	0.772107627656725	1.94969491111423e-05
ms-20477	0.32625	0	0.759490489959717	0
ms-2052	0.0927064999989389	0.000917043362472979	0.549483235677083	2.49210088956413e-05
ms-20556	0.152671803468448	0.000750493520267876	0.612217505772908	5.19150249702947e-08
ms-2056	0.0516577777770451	1.39239999538927e-06	0.657699505488078	9.38369396408234e-07
ms-20560	0.0591999999992549	2.34055999902316e-05	0.590299142731561	6.47385995565478e-09
ms-20599	0.394654999998553	0.00710181563056716	0.609586715698242	8.8570676735451e-06
ms-20670	0.0541299122809058	1.64974427321351e-05	0.736015717188517	1.65540516011081e-07
ms-2086	0.290132499998901	7.83224997406512e-07	0.62503449122111	9.09494701772928e-11
ms-20860	0.120044999998994	3.39158250242708e-05	0.605368269814385	7.33933942975454e-09
ms-20899	0.0630005555562028	0.000134379350913976	0.549338588008174	0.000425039614325882
ms-20940	0.293940000009723	0.00178795350040072	0.658333957195282	7.07556381090367e-07
ms-20999	0.0543750000011642	4.50017361038222e-05	0.697570562362671	6.92358526066528e-09
ms-21035	0.0892376126126249	0.000191632588671017	0.567247669976037	0.000311167996201788
ms-21124	0.0213958333328871	5.25173612089312e-08	0.433625141779582	1.07730279018486e-09
ms-21130	0.245702222231258	0.000420049261748343	0.469802326626248	7.71544959498911e-08
ms-21138	0.149500000000019	0	0.435803731282552	0
ms-21160	0.0639062499998891	5.58604135661966e-05	0.666813822019668	3.85497435362991e-06
ms-21212	0.0947864583333436	0.000129823974608909	0.118197123209635	2.70905028274784e-05
ms-21250	0.0223194444444137	6.99459876647994e-07	0.459557427300347	5.386223052977e-07
ms-21280	0.0472083333336438	0	0.520663738250732	0
ms-21301	0.02087124999826	0	0.666835784912109	0
ms-21351	0.311534999999745	0.0106108301118469	0.840672524770101	0.000235391017338568
ms-21397	0.0623032407404766	0.000108345303926684	0.0769940747155084	4.58307399892672e-06
ms-21458	0.268708333332712	0.000116354861092324	0.673033803304037	9.75907958446358e-08
ms-21474	0.247877857145277	0.00151725825594761	0.6369796253386	2.60424613809928e-06
ms-21488	0.0318124999990687	3.77960069606391e-06	0.58115668296814	3.71819765708413e-07
ms-21525	0.1081180555539	6.86123650002604e-05	0.623162163628472	6.15180322902176e-07
ms-2153	0.0598499999991618	0	0.339517752329508	0
ms-21535	0.0480599999986589	0	0.665889581044515	0
ms-21558	0.361439999967814	0	0.68770710627238	0
ms-21630	0.0934791666666873	4.17100694477344e-07	0.507951418558756	1.96655491890851e-09
ms-21637	0.064145833333411	9.60575810395917e-06	0.500836160447862	2.41530690317758e-08
